KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
PEKUTATAN,5935,10668,16603
KEDIRI,16087,34102,50189
KUTA SELATAN,15350,32360,47710
GIANYAR,13280,40808,54088
KUTA,6269,18968,25237
SELEMADEG,2096,13427,15523
SUKAWATI,11333,47388,58721
TEGALALLANG,8193,25905,34098
MENGWI,21692,52545,74237
KUTA UTARA,12115,32165,44280
KERAMBITAN,8241,20049,28290
DAWAN,5958,16010,21968
SELEMADEG TIMUR,4196,11969,16165
NUSA PENIDA,12150,15767,27917
TABANAN,12549,34325,46874
SIDEMEN,5905,16453,22358
BANGLI,9187,22608,31795
PETANG,6285,12191,18476
KLUNGKUNG,10963,22422,33385
KARANGASEM,17124,31766,48890
ABANG,10958,25620,36578
TAMPAKSIRING,5717,25216,30933
BANJARANGKAN,6850,16632,23482
KINTAMANI,14039,40783,54822
PAYANGAN,6592,20949,27541
BLAHBATUH,9542,28930,38472
UBUD,9296,33929,43225
BEBANDEM,10830,18368,29198
SUSUT,8102,20530,28632
RENDANG,8907,14686,23593
SUKASADA,12050,24730,36780
SELAT,7165,17980,25145
SAWAN,8168,24260,32428
BUSUNG BIU,7294,17486,24780
TEMBUKU,5989,18607,24596
MANGGIS,6901,18169,25070
GEROKGAK,15376,26829,42205
SERIRIT,14950,23685,38635
BATU LAYAR,20702,5925,26627
KUBUTAMBAHAN,7441,19231,26672
DENPASAR BARAT,26363,68230,94593
DENPASAR TIMUR,12967,46845,59812
KUBU,12970,16822,29792
GUNUNGSARI,36017,10051,46068
GERUNG,35127,8377,43504
KEDIRI,25993,4354,30347
BULELENG,20569,45577,66146
BANJAR,12583,28070,40653
SEKOTONG,19572,9377,28949
DENPASAR UTARA,18503,63473,81976
DENPASAR SELATAN,22047,63072,85119
TEJAKULA,4421,22360,26781
PRAYA TIMUR,27544,12019,39563
PRAYA BARAT DAYA,20063,6895,26958
NARMADA,37474,14159,51633
PRAYA TENGAH,26887,7597,34484
LINGSAR,28021,10248,38269
BATUKLIANG,29263,12250,41513
LABUAPI,29243,6295,35538
LEMBAR,17663,6825,24488
KURIPAN,14754,3518,18272
SUWELA,15264,6188,21452
PRINGGARATA,22808,11330,34138
WANASABA,29945,7421,37366
KOPANG,33793,10706,44499
KERUAK,20366,6057,26423
SEMBALUN,7845,3466,11311
PRAYA,46096,12956,59052
MONTONG GADING,17521,6041,23562
PRINGGASELA,22359,6865,29224
JONGGAT,37787,12812,50599
PRAYA BARAT,28144,10197,38341
JANAPRIA,32028,8038,40066
SURALAGA,20089,8854,28943
MASBAGIK,44466,10279,54745
PRINGGABAYA,36013,13434,49447
SAMBELIA,10475,5775,16250
BATUKLIANG UTARA,20233,6817,27050
PUJUT,37982,17423,55405
BUER,4508,3363,7871
SIKUR,29868,9454,39322
MOYO UTARA,4420,1639,6059
LUNYUK,6484,3889,10373
AIKMEL,35889,16393,52282
SAKRA,23304,6451,29755
SAKRA BARAT,18774,7668,26442
SELONG,36603,8288,44891
LOPOK,7142,4039,11181
LABUHAN HAJI,24367,6505,30872
UNTER IWES,8807,2732,11539
ALAS,9407,5921,15328
SAKRA TIMUR,15562,6510,22072
TERARA,28186,8338,36524
ALAS BARAT,7630,3679,11309
JEROWARU,20828,8098,28926
SUKAMULIA,13822,3510,17332
RHEE,2033,2082,4115
ORONG TELU,1634,999,2633
LABANGKA,3444,1766,5210
MARONGE,3767,1984,5751
PLAMPANG,10389,5546,15935
ROPANG,2065,1110,3175
LANTUNG,1149,646,1795
PEKAT,11348,4409,15757
TARANO,4879,3688,8567
MOYO HILIR,10159,3976,14135
LABUHAN BADAS,10407,6264,16671
SUMBAWA,20983,9951,30934
EMPANG,7815,5527,13342
LENANGGUAR,2751,1403,4154
UTAN,10274,6027,16301
BATU LANTEH,4458,1478,5936
LAPE,6934,3081,10015
DOMPU,20307,7573,27880
SOROMANDI,6099,2925,9024
MONTA,12132,4158,16290
MOYO HULU,8516,4749,13265
TAMBORA,2977,898,3875
LANGGUDU,9581,4432,14013
KEMPO,5876,4334,10210
DONGGO,6796,3926,10722
WOJA,23787,6455,30242
KILO,4173,2907,7080
WAWO,6694,2243,8937
LAMBU,9291,7400,16691
SANGGAR,4389,1890,6279
BELO,9428,3198,12626
MANGGELEWA,10634,4799,15433
TALIWANG,17911,8002,25913
WERA,10583,3909,14492
BOLO,18939,6451,25390
PAJO,3946,2613,6559
LAMBITU,1899,897,2796
PALIBELO,11550,3089,14639
JEREWEH,3518,1366,4884
WOHA,17163,6135,23298
SETELUK,6027,3421,9448
MADAPANGGA,11572,4056,15628
PARADO,3459,1210,4669
AMBALAWI,7547,2223,9770
SAPE,18741,8296,27037
BRANG ENE,2316,902,3218
TANJUNG,16376,10895,27271
MATARAM,26003,14298,40301
AMPENAN,29978,12509,42487
KAYANGAN,18048,5380,23428
POTO TANO,3410,2295,5705
SANDUBAYA,23620,10409,34029
BRANG REA,5402,2320,7722
MPUNDA,12356,3611,15967
AMARASI TIMUR,1774,1661,3435
RABA,16782,4233,21015
GANGGA,19140,6418,25558
ASAKOTA,11720,3835,15555
CAKRANEGARA,17264,17743,35007
PEMENANG,12621,4471,17092
SEKONGKANG,2490,1626,4116
AMFOANG TIMUR,1885,1252,3137
MALUK,2860,2253,5113
SELAPARANG,26653,10789,37442
FATULEU TENGAH,1816,604,2420
TAEBENU,4328,3603,7931
RASANAE BARAT,11255,5313,16568
RASANAE TIMUR,7781,1924,9705
BAYAN,17154,8682,25836
KUPANG TIMUR,10288,9635,19923
SEKARBELA,20223,5899,26122
KUPANG TENGAH,7440,10073,17513
AMABI OEFETO TIMUR,3626,2481,6107
SEMAU SELATAN,1056,1148,2204
FATULEU BARAT,2798,1227,4025
SEMAU,1138,1993,3131
AMARASI,4200,3663,7863
AMARASI SELATAN,2260,2596,4856
AMFOANG BARAT DAYA,1261,899,2160
AMFOANG UTARA,1614,1521,3135
NEKAMESE,3006,2001,5007
AMABI OEFETO,2073,1575,3648
AMFOANG BARAT LAUT,1653,2381,4034
FATULEU,5439,5342,10781
AMFOANG TENGAH,2039,662,2701
TAKARI,5807,4042,9849
KOT OLIN,0,0,0
SANTIAN,0,0,0
SULAMU,3016,4088,7104
AMARASI BARAT,3976,3329,7305
KUPANG BARAT,4276,4098,8374
NOEBEBA,0,0,0
AMFOANG SELATAN,2334,1722,4056
OENINO,0,0,0
KOTA SOE,0,0,0
NOEBANA,0,0,0
KOLBANO,0,0,0
AMANUBAN TENGAH,0,0,0
MOLLO TENGAH,0,0,0
TOBU,0,0,0
MOLLO BARAT,0,0,0
FATUKOPA,0,0,0
AMANUBAN TIMUR,0,0,0
FAUTMOLO,0,0,0
KUALIN,0,0,0
KUANFATU,0,0,0
AMANATUN SELATAN,0,0,0
NUNKOLO,0,0,0
KUATNANA,0,0,0
KOK BAUN,0,0,0
AMANUBAN SELATAN,0,0,0
POLEN,0,0,0
INSANA FAFINESU,575,1887,2462
FATUMNASI,0,0,0
MOLLO SELATAN,0,0,0
MOLLO UTARA,0,0,0
BIKOMI SELATAN,2097,2374,4471
MIOMAFO TIMUR,2365,3118,5483
BATU PUTIH,0,0,0
BIKOMI TENGAH,1562,1725,3287
AMANATUN UTARA,0,0,0
BIBOKI TAN PAH,1260,1046,2306
TOIANAS,0,0,0
NUNBENA,0,0,0
BIBOKI MOENLEU,1426,1498,2924
INSANA BARAT,1605,2440,4045
MUSI,515,1645,2160
MUTIS,1030,1877,2907
AMANUBAN BARAT,0,0,0
INSANA,2973,5449,8422
BIBOKI ANLEU,2905,3429,6334
BOKING,0,0,0
BIKOMI NILULAT,1017,1171,2188
NAIBENU,1233,1173,2406
BIBOKI SELATAN,1721,1771,3492
MIOMAFO BARAT,2102,4818,6920
KOTA KEFAMENANU,9860,10179,20039
NOEMUTI,1248,4561,5809
INSANA TENGAH,1743,2938,4681
BIBOKI FEOTLEU,898,845,1743
MIOMAFFO TENGAH,1224,1519,2743
WEWIKU,1634,5143,6777
WELIMAN,1599,5422,7021
BIKOMI UTARA,1278,1729,3007
LAMAKNEN,3065,1912,4977
LAEN MANEN,973,3719,4692
BIBOKI UTARA,2434,1994,4428
IO KUFEU,1104,2115,3219
LAMAKNEN SELATAN,1023,1938,2961
RAIMANUK,2527,3086,5613
NANAET DUABESI,601,1016,1617
LASIOLAT,1041,1826,2867
SASITAMEAN,838,2660,3498
ATAMBUA BARAT,4030,4922,8952
INSANA UTARA,1351,2748,4099
NOEMUTI TIMUR,534,1456,1990
KOBALIMA,3864,3187,7051
BOTIN LEO BELE,596,1339,1935
MALAKA TENGAH,5237,9300,14537
RAIHAT,3932,1684,5616
ATAMBUA SELATAN,5209,4914,10123
TASIFETO BARAT,4421,4315,8736
KAKULUK MESAK,5591,2679,8270
MATARU,1104,1836,2940
PUREMAN,328,1257,1585
KABOLA,1675,2521,4196
PULAU PURA,1027,1732,2759
KOTA ATAMBUA,7072,4497,11569
TASIFETOTIMUR,5595,3965,9560
PANTAR TIMUR,2674,2910,5584
MALAKA TIMUR,1353,2508,3861
MALAKA BARAT,1851,6446,8297
ALOR BARAT DAYA,4136,6653,10789
ALOR BARAT LAUT,6511,4020,10531
LEMBUR,709,1626,2335
RINHAT,2106,3369,5475
WULANGGITANG,771,5693,6464
PANTAR TENGAH,2925,1941,4866
TELUK MUTIARA,13512,11536,25048
KOBALIMA TIMUR,1306,1026,2332
LEWOLEMA,728,3337,4065
ADONARA,1702,2929,4631
ILE BURA,373,2842,3215
ALOR TENGAH UTARA,2169,3456,5625
PANTAR,2907,1884,4791
ADONARA TIMUR,4819,6765,11584
PANTAR BARAT,2300,902,3202
DEMON PAGONG,234,2222,2456
ALOR TIMUR LAUT,1107,3082,4189
PANTAR BARAT LAUT,1376,905,2281
ADONARA TENGAH,1076,3948,5024
ILE BOLENG,1364,5491,6855
WOTAN ULUMANDO,802,2792,3594
SOLOR BARAT,679,3673,4352
ALOR TIMUR,1553,2485,4038
ALOR SELATAN,1481,3212,4693
ALOK TIMUR,5088,9300,14388
TITEHENA,1035,4651,5686
LARANTUKA,4811,12877,17688
SOLOR SELATAN,268,2039,2307
KELUBAGOLIT,1121,4650,5771
WAIBLAMA,859,2495,3354
WITIHAMA,985,6830,7815
SOLOR TIMUR,3524,2406,5930
ADONARA BARAT,1233,4314,5547
TANA WAWO,966,3236,4202
DORENG,871,3749,4620
PALUE,479,3490,3969
LELA,661,5257,5918
ILE MANDIRI,681,4161,4842
ALOK BARAT,2459,5280,7739
BOLA,1092,4041,5133
MEGO,937,4528,5465
ALOK,3735,10479,14214
HEWOKLOANG,615,3370,3985
KEWAPANTE,1406,4729,6135
TANJUNG BUNGA,911,4830,5741
MAGEPANDA,867,4492,5359
NITA,1177,9850,11027
KOTING,621,2932,3553
WAIGETE,1627,7910,9537
PAGA,1139,6066,7205
KANGAE,2104,6064,8168
TALIBURA,2845,6288,9133
NANGAPANDA,3396,7971,11367
ENDE TENGAH,3316,9188,12504
LIO TIMUR,574,2774,3348
MAPITARA,322,2712,3034
ENDE TIMUR,2832,7081,9913
NDORI,1415,1152,2567
ENDE,908,7647,8555
MAUKARO,452,2953,3405
ENDE UTARA,4259,4501,8760
KELIMUTU,350,3033,3383
DETUKELI,435,2541,2976
NELLE,507,2643,3150
WOLOJITA,496,2731,3227
LEPEMBUSU KELISOKE,341,2231,2572
GOLEWA BARAT,1568,2604,4172
KOTA BARU,513,4048,4561
GOLEWA SELATAN,1381,3449,4830
NDONA TIMUR,296,2008,2304
NDONA,1621,5545,7166
WOLOMEZE,630,1993,2623
PULAU ENDE,3213,1027,4240
ENDE SELATAN,7877,4510,12387
MAUROLE,961,3990,4951
WEWARIA,1373,7010,8383
DETUSOKO,513,6460,6973
BAJAWA UTARA,1091,2697,3788
SOA,2551,3622,6173
WOLOWARU,2838,5010,7848
RAHONG UTARA,2247,6514,8761
RIUNG,2459,4068,6527
RIUNG BARAT,1466,2087,3553
LANGKE REMBONG,8209,21318,29527
INERIE,796,2509,3305
LELAK,970,3989,4959
AIMERE,1232,2877,4109
JEREBUU,663,2482,3145
WAE RII,2685,9469,12154
KAMBATA MAPAMBUHANG,466,1242,1708
SATAR MESE BARAT,3566,9561,13127
GOLEWA,1544,6114,7658
KAMBERA,3417,11945,15362
KOTA WAINGAPU,5444,9825,15269
BAJAWA,4962,11058,16020
CIBAL,2833,8776,11609
REOK BARAT,1764,4548,6312
RUTENG,3454,13886,17340
HAHARU,644,1715,2359
KANATANG,898,3001,3899
MATAWAI LA PAWU,589,1798,2387
CIBAL BARAT,1469,4460,5929
REOK,3439,5436,8875
LEWA TIDAHU,648,2139,2787
KATALA HAMU LINGU,380,1309,1689
KAHAUNGU ETI,1074,2576,3650
WULLA WAIJELU,1078,2458,3536
NGGAHA ORI ANGU,1124,2702,3826
KARERA,976,2485,3461
SATAR MESE,3392,9395,12787
RINDI,1428,2756,4184
PABERIWAI,475,1671,2146
LAMBOYA,1860,4630,6490
TANA RIGHU,1253,5860,7113
ILE APE,0,0,0
PINU PAHAR,869,2494,3363
NGADU NGALA,429,1797,2226
KOTA WAIKABUBAK,4389,7931,12320
PANDAWAI,1730,5574,7304
MAHU,788,1000,1788
NUBATUKAN,3699,11779,15478
TABUNDUNG,1195,2919,4114
LEWA,1620,4827,6447
LOLI,3456,7113,10569
UMALULU,2605,4977,7582
LABOYA BARAT,897,2089,2986
ILE APE TIMUR,0,0,0
PAHUNGA LODU,1938,3692,5630
WANOKAKA,1736,4501,6237
PANTAI BARU,1092,4933,6025
ROTE BARAT,804,2572,3376
NAGA WUTUNG,0,0,0
WULANDONI,1063,3301,4364
LEBATUKAN,0,0,0
NDAO NUSE,161,1328,1489
ATADEI,640,3258,3898
ROTE BARAT DAYA,1371,7588,8959
MACANG PACAR,1776,11692,13468
BUYASURI,0,0,0
ROTE TIMUR,1543,4457,6000
LOBALAIN,2279,10009,12288
OMESURI,3001,3863,6864
NDOSO,1826,8086,9912
KUWUS,2813,9559,12372
ROTE  SELATAN,658,1780,2438
MBELILING,1637,4411,6048
BOAWAE,1647,14469,16116
LEMBOR SELATAN,3628,6945,10573
SANO NGGOANG,1781,4270,6051
ROTE BARAT LAUT,2016,7978,9994
LANDU LEKO,712,1378,2090
ROTE TENGAH,1226,2459,3685
UMBU RATU NGGAY BARAT,0,0,0
MAMBORO,0,0,0
BOLENG,3227,6077,9304
UMBU RATU NGGAY,0,0,0
WELAK,2019,8054,10073
LEMBOR,4283,10726,15009
MAUPONGGO,1479,9386,10865
WEWEWA TENGAH,10088,13276,23364
KOTA TAMBOLAKA,3045,9933,12978
WOLOWAE,360,2109,2469
NANGARORO,1049,8201,9250
KODI BANGEDO,2692,10449,13141
AESESA,3131,13398,16529
KATIKU TANA,1080,3573,4653
AESESA SELATAN,295,2382,2677
KOMODO,8090,11996,20086
KODI BALAGHAR,2177,3791,5968
WEWEWA SELATAN,5303,5936,11239
LOURA,1191,5726,6917
KEO TENGAH,667,6481,7148
WEWEWA BARAT,10160,16705,26865
POCO RANAKA TIMUR,2188,8381,10569
WEWEWA TIMUR,6599,9111,15710
SAMBI RAMPAS,4812,6799,11611
KATIKU TANA SELATAN,0,0,0
KOTA KOMBA,5188,15459,20647
POCO RANAKA,3666,10401,14067
SABU BARAT,4931,8473,13404
BORONG,4729,12064,16793
HAWU MEHARA,2063,5124,7187
KODI UTARA,2744,21582,24326
RANA MESE,1917,9762,11679
KOTA RAJA,10007,15302,25309
ALAK,13433,16174,29607
SABU TENGAH,1307,2034,3341
KODI,2417,16285,18702
WEWEWA UTARA,4180,6384,10564
RAIJUA,545,3232,3777
KELAPA LIMA,11236,19350,30586
LAMBA LEDA,3947,9445,13392
ELAR,2014,3885,5899
SAJAD,1764,3262,5026
SABU TIMUR,1087,2664,3751
SABU LIAE,1230,3070,4300
SUBAH,3498,7953,11451
SEMPARUK,6175,6990,13165
ELAR SELATAN,1245,6037,7282
MAULAFA,16342,20772,37114
OEBOBO,14788,26656,41444
JAWAI SELATAN,3803,5271,9074
SALATIGA,3294,4748,8042
SEBAWI,3584,4732,8316
PALOH,5078,7186,12264
TEBAS,12993,21819,34812
SAMBAS,12143,12524,24667
TELUK KERAMAT,15253,17614,32867
SEJANGKUNG,4745,6427,11172
GALING,4933,7066,11999
MEMPAWAH HILIR,13070,5145,18215
TANGARAN,6152,4870,11022
KOTA LAMA,6555,9020,15575
JAWAI,8663,9338,18001
SELAKAU,6291,8821,15112
TEKARANG,3597,3940,7537
SADANIANG,503,5130,5633
SELAKAU TIMUR,2315,2931,5246
TOHO,2366,7692,10058
SAJINGAN BESAR,549,5406,5955
TAYAN HILIR,5818,13020,18838
PEMANGKAT,7989,14105,22094
BALAI,1869,12864,14733
KAPUAS,20954,27512,48466
SIANTAN,12876,8091,20967
ANJONGAN,4912,3985,8897
BONTI,3037,10728,13765
TAYAN HULU,3146,17721,20867
KEMBAYAN,3977,13693,17670
JANGKANG,2209,14450,16659
SEGEDONG,6245,3888,10133
MEMPAWAH TIMUR,10554,2530,13084
TOBA,793,7217,8010
SEKAYAM,5367,11957,17324
SUNGAI KUNYIT,7486,4056,11542
SUNGAI PINYUH,15483,9330,24813
MELIAU,10149,17941,28090
MATAN HILIR UTARA,3674,3535,7209
MUARA PAWAN,4103,3009,7112
PARINDU,2581,18821,21402
ENTIKONG,1853,7297,9150
HULU SUNGAI,516,6185,6701
AIR UPAS,1968,7882,9850
SINGKUP,1442,2336,3778
TUMBANG TITI,3304,8678,11982
SANDAI,5488,8770,14258
SIMPANG DUA,429,4856,5285
BEDUAI,1385,5339,6724
MATAN HILIR SELATAN,8604,5894,14498
DELTA PAWAN,20416,14981,35397
MUKOK,4080,6951,11031
NOYAN,454,5709,6163
PEMAHAN,1152,1356,2508
BENUA KAYONG,14965,4811,19776
NANGA TAYAP,6038,10097,16135
KELAM PERMAI,2017,8265,10282
JELAI HULU,1634,8185,9819
KENDAWANGAN,5207,12565,17772
SIMPANG HULU,1491,17594,19085
MANIS MATA,4662,10735,15397
MARAU,1279,6723,8002
KETUNGAU HULU,1697,10234,11931
SERAWAI,3297,9761,13058
AMBALAU,1243,7422,8665
SUNGAI LAUR,3178,7265,10443
SEPAUK,7129,22776,29905
TEMPUNAK,4008,13032,17040
SINTANG,23222,16480,39702
SILAT HULU,2031,4817,6848
DEDAI,7128,11680,18808
SUNGAI MELAYU RAYAK,2340,4687,7027
SUNGAI TEBELIAN,6573,10767,17340
PUTUSSIBAU UTARA,4717,9033,13750
PENGKADAN,2619,2253,4872
BADAU,984,2441,3425
KAYAN HILIR,3406,16144,19550
KETUNGAU TENGAH,1787,15700,17487
KAYAN HULU,5029,12707,17736
EMPANANG,201,1940,2141
MENTEBAH,1715,3057,4772
BATANG LUPAR,635,2214,2849
PUTUSSIBAU SELATAN,4301,7411,11712
BUNUT HULU,4033,3440,7473
KALIS,1659,6384,8043
SILAT HILIR,2468,7182,9650
BIKA,251,2294,2545
BINJAI HULU,2607,4081,6688
KETUNGAU HILIR,1712,11590,13302
SELIMBAU,2336,4955,7291
BOYAN TANJUNG,2880,3100,5980
SEMITAU,878,3995,4873
EMBALOH HULU,220,2492,2712
SEBERUANG,436,6004,6440
SUHAID,1309,3371,4680
LUMAR,462,3383,3845
SUTI SEMARANG,617,2562,3179
JAGOI BABANG,803,3616,4419
BUNUT HILIR,2094,3057,5151
PURING KENCANA,104,1236,1340
JONGKONG,3214,2734,5948
SUNGAI RAYA,4666,5208,9874
MONTERADO,3363,10207,13570
SUNGAI BETUNG,508,4268,4776
TERIAK,850,7423,8273
EMBALOH HILIR,727,2298,3025
SELUAS,2211,6125,8336
HULU GURUNG,5534,2626,8160
LEMBAH BAWANG,501,2366,2867
MERANTI,1057,5511,6568
SUNGAI RAYA KEPULAUAN,5406,5192,10598
TUJUH BELAS,2524,4740,7264
CAPKALA,793,3111,3904
BANYUKE HULU,781,7877,8658
SIDING,363,2727,3090
LEDO,1271,5846,7117
SAMALANTAN,1606,9796,11402
MENYUKE,2869,16176,19045
KUALA BEHE,2280,8409,10689
SEKADAU HILIR,12641,21454,34095
AIR BESAR,2864,13136,16000
SEKADAU HULU,4095,12297,16392
SANGGAU LEDO,2242,4272,6514
SOMPAK,993,9408,10401
JELIMPO,2358,15321,17679
BENGKAYANG,2540,10584,13124
BELITANG HILIR,3630,10303,13933
MEMPAWAH HULU,1932,21359,23291
SENGAH TEMILA,3991,35825,39816
BELIMBING,4538,9771,14309
PINOH SELATAN,3435,4892,8327
MENJALIN,1025,10957,11982
MANDOR,2831,14278,17109
NANGA TAMAN,3275,12587,15862
SEBANGKI,5394,6104,11498
NGABANG,9248,31249,40497
BELIMBING HULU,2220,4734,6954
PULAU MAYA,3566,2426,5992
SAYAN,5289,7942,13231
PINOH UTARA,5578,5918,11496
SEPONTI,2559,3082,5641
SUNGAI RAYA,57329,47012,104341
TELUK BATANG,4752,3424,8176
NANGA PINOH,15066,11774,26840
SIMPANG HILIR,7403,6403,13806
MENUKUNG,3162,10427,13589
NANGA MAHAP,3381,10754,14135
BELITANG,2481,4461,6942
TANAH PINOH,6332,4771,11103
BELITANG HULU,1493,12457,13950
ELLA HILIR,4788,6729,11517
SUKADANA,7391,4448,11839
TELUK PAKEDAI,5388,3201,8589
SOKAN,6034,6901,12935
SUNGAI AMBAWANG,24972,16621,41593
SINGKAWANG TENGAH,17577,12370,29947
PONTIANAK TENGGARA,14293,9343,23636
TANAH PINOH BARAT,2908,7371,10279
PONTIANAK TIMUR,31481,12740,44221
KEPULAUAN KARIMATA,632,886,1518
PONTIANAK UTARA,34513,29021,63534
SINGKAWANG TIMUR,2089,7834,9923
PONTIANAK SELATAN,19200,27249,46449
BATU AMPAR,9131,6180,15311
KUALA MANDOR B,10661,3869,14530
ARUT UTARA,1589,3886,5475
TERENTANG,2689,2688,5377
SUNGAI KAKAP,35781,18500,54281
SINGKAWANG BARAT,6243,15843,22086
RASAU JAYA,6735,6637,13372
PONTIANAK KOTA,37525,25009,62534
KOTA BESI,2640,5479,8119
SINGKAWANG UTARA,7189,5517,12706
KUBU,10737,8158,18895
PONTIANAK BARAT,45640,22915,68555
PANGKALAN LADA,6837,10940,17777
SINGKAWANG SELATAN,6107,14026,20133
TELAWANG,2278,9310,11588
ANTANG KALANG,1483,7385,8868
KUMAI,14631,10152,24783
ARUT SELATAN,27766,25190,52956
KOTAWARINGIN LAMA,4206,5724,9930
MENTAYA HULU,4118,10643,14761
CEMPAGA,3353,5966,9319
PULAU HANAUT,3120,3880,7000
PANGKALAN BANTENG,6264,9349,15613
MENTAYA HILIR SELATAN,5386,4543,9929
TELUK SAMPIT,2067,2080,4147
TUALAN HULU,1353,4950,6303
SERANAU,2468,2855,5323
DADAHUP,2394,3114,5508
PARENGGEAN,3899,10398,14297
TELAGA ANTANG,2269,7681,9950
MENTAWA BARU KETAPANG,23328,20087,43415
BUKIT SANTUAI,1406,5022,6428
MENTAYA HILIR UTARA,3057,4975,8032
CEMPAGA HULU,2817,9799,12616
KAPUAS TENGAH,1039,5480,6519
TIMPAH,988,3298,4286
BAAMANG,14164,12625,26789
KAPUAS MURUNG,6091,5793,11884
KAPUAS BARAT,4029,4389,8418
KAPUAS KUALA,4770,4539,9309
TAMBAN CATUR,3191,3654,6845
KAPUAS HULU,535,4208,4743
JENAMAS,1969,2254,4223
SELAT,20087,11276,31363
BATAGUH,7811,7929,15740
KARAU KUALA,2584,4846,7430
MANDAU TALAWANG,271,2139,2410
PASAK TALAWANG,604,2399,3003
KAPUAS TIMUR,7219,4399,11618
KAPUAS HILIR,3084,3600,6684
MONTALLAT,0,0,0
GUNUNG PUREI,0,0,0
PULAU PETAK,5036,3795,8831
DUSUN HILIR,3948,3551,7499
MANTANGAI,6179,9578,15757
MENDAWAI,1027,819,1846
BASARANG,4827,3812,8639
KATINGAN KUALA,4553,4998,9551
TEWEH TIMUR,0,0,0
TEWEH TENGAH,0,0,0
GUNUNG TIMANG,0,0,0
DUSUN UTARA,2150,5801,7951
DUSUN SELATAN,12490,14068,26558
TEWEH SELATAN,0,0,0
TEWEH BARU,0,0,0
KATINGAN HULU,1026,2974,4000
BUKIT RAYA,448,1984,2432
SANAMAN MANTIKEI,1167,4357,5524
PETAK MALAI,269,1284,1553
MARIKIT,571,2748,3319
TASIK PAYAWAN,1403,2008,3411
SERUYAN HULU,1837,3671,5508
BATU AMPAR,1546,3407,4953
LAHEI,0,0,0
KAMIPANG,1133,1669,2802
LAHEI BARAT,0,0,0
SERUYAN HILIR,6712,8441,15153
SERUYAN HILIR TIMUR,1874,1703,3577
TEWANG SANGALANG GARING,1268,4607,5875
PULAU MALAN,1150,3049,4199
DANAU SELULUK,3470,7490,10960
KATINGAN HILIR,4907,8912,13819
BULIK,4014,6705,10719
DANAU SEMBULUH,1999,3765,5764
SERUYAN RAYA,2125,7681,9806
SULING TAMBUN,626,821,1447
BALAI RIAM,1218,2692,3910
KATINGAN TENGAH,3673,8836,12509
PERMATA KECUBUNG,928,2340,3268
SUKAMARA,4254,6648,10902
SEPANG SIMIN,0,0,0
HANAU,4827,5678,10505
SERUYAN TENGAH,3573,9003,12576
JELAI,932,1224,2156
MIRI MANASA,0,0,0
BELANTIKAN RAYA,979,1979,2958
KURUN,0,0,0
DELANG,792,1965,2757
LAMANDAU,950,2110,3060
SEMATU JAYA,1811,4149,5960
PANTAI LUNCI,1103,1295,2398
RUNGAN HULU,0,0,0
BATANG KAWA,349,1060,1409
BULIK TIMUR,1279,2250,3529
MENTHOBI RAYA,1565,3671,5236
RUNGAN BARAT,0,0,0
JABIREN,1401,2850,4251
KAHAYAN KUALA,4174,3666,7840
BANAMA TINGANG,626,4299,4925
RUNGAN,0,0,0
MAHUNING RAYA,0,0,0
DAMANG BATU,0,0,0
PANDIH BATU,4552,6173,10725
MIHING RAYA,0,0,0
MANUHING,0,0,0
PERMATA INTAN,2203,2582,4785
KAHAYAN HULU UTARA,0,0,0
UUT MURUNG,381,927,1308
TANAH SIANG SELATAN,457,1732,2189
MALIKU,5122,6908,12030
KAHAYAN TENGAH,685,3638,4323
MURUNG,10398,5786,16184
TEWAH,0,0,0
SEBANGAU KUALA,935,1758,2693
KAHAYAN HILIR,5700,7699,13399
PATANGKEP TUTUI,880,2839,3719
SUNGAI BABUAT,218,1051,1269
SERIBU RIAM,304,1233,1537
RAREN BATUAH,1395,2927,4322
PAHANDUT,21676,19147,40823
DUSUN TENGAH,5297,6576,11873
LAUNG TUHUP,4228,3999,8227
TANAH SIANG,1011,4467,5478
PAJU EPAT,996,1798,2794
BARITO TUHUP RAYA,759,1580,2339
SABANGAU,4008,4054,8062
BUKIT BATU,2195,4143,6338
SUMBER BARITO,773,2111,2884
AWANG,710,2866,3576
KARUSEN JANANG,703,1750,2453
KINTAP,6495,12524,19019
JEKAN RAYA,26344,35339,61683
DUSUN TIMUR,4528,8618,13146
RAKUMPIT,464,1168,1632
PEMATANG KARAU,3344,2984,6328
PAKU,910,3416,4326
BANUA LIMA,1144,2278,3422
BATU AMPAR,6238,6690,12928
TAKISUNG,7242,7522,14764
BUMI MAKMUR,2293,3295,5588
PULAUSEMBILAN,0,0,0
KURAU,2688,3466,6154
KELUMPANG BARAT,0,0,0
PELAIHARI,19918,15205,35123
TAMBANG ULANG,4021,4163,8184
KELUMPANG HILIR,0,0,0
JORONG,5597,7989,13586
PAMUKAN SELATAN,0,0,0
PULAULAUT TENGAH,0,0,0
PAMUKAN UTARA,0,0,0
BATI BATI,9004,10126,19130
PANYIPATAN,4213,6476,10689
SAMPANAHAN,0,0,0
BAJUIN,4386,4436,8822
PAMUKAN BARAT,0,0,0
PULAULAUT TANJUNG SELAYAR,0,0,0
HAMPANG,0,0,0
PULAULAUT TIMUR,0,0,0
SAMBUNG MAKMUR,0,0,0
